Symbol,Date,Open,High,Low,Close,Volume
AGTL,25-Apr-2016,428.99,440.00,428.99,437.17,35900
AGTL,26-Apr-2016,444.00,445.00,439.02,443.97,27300
AGTL,27-Apr-2016,444.99,447.00,442.35,446.47,15100
AGTL,28-Apr-2016,448.80,454.00,448.00,452.75,29000
AGTL,29-Apr-2016,449.99,457.00,449.11,449.24,7500
AGTL,02-May-2016,452.00,452.93,448.10,450.55,9000
AGTL,03-May-2016,451.20,453.90,450.00,453.31,5300
AGTL,04-May-2016,455.99,458.00,454.00,455.84,15400
AGTL,05-May-2016,455.50,456.50,442.90,454.22,14900
AGTL,06-May-2016,451.25,457.00,451.23,455.60,7500
AGTL,09-May-2016,459.99,463.90,459.70,462.53,32900
AGTL,10-May-2016,456.63,467.80,456.63,464.99,17400
AGTL,11-May-2016,469.00,474.00,460.01,471.75,43200
AGTL,12-May-2016,474.49,474.50,469.00,470.00,9100
AGTL,13-May-2016,471.30,472.00,469.51,471.25,2900
AGTL,16-May-2016,475.00,475.00,470.50,471.07,11800
AGTL,17-May-2016,473.00,473.95,466.01,468.55,23900
AGTL,18-May-2016,467.00,469.99,466.00,467.88,19100
AGTL,19-May-2016,467.00,468.94,464.00,467.89,17700
AGTL,20-May-2016,467.51,476.99,467.51,475.17,42400
AGTL,23-May-2016,455.00,455.00,441.00,443.48,29300
AGTL,24-May-2016,438.00,443.00,435.50,436.91,20900
AGTL,25-May-2016,432.10,439.97,430.00,437.91,11300
AGTL,26-May-2016,431.51,434.90,431.50,432.03,6500
AGTL,27-May-2016,433.00,434.60,430.00,430.79,6300
AGTL,30-May-2016,434.81,445.00,434.81,437.41,12600
AGTL,31-May-2016,435.00,446.50,434.10,441.44,16100
AGTL,01-Jun-2016,447.00,447.00,441.00,442.19,4600
AGTL,02-Jun-2016,442.00,444.99,439.50,441.19,5400
AGTL,03-Jun-2016,438.00,454.00,438.00,447.40,63000
AGTL,06-Jun-2016,443.01,444.99,439.00,440.66,12800
AGTL,07-Jun-2016,438.01,439.90,435.00,435.08,7400
AGTL,08-Jun-2016,439.05,439.05,430.05,434.95,5800
AGTL,09-Jun-2016,435.00,435.00,428.00,429.68,4900
AGTL,10-Jun-2016,430.00,430.00,422.00,422.50,7400
AGTL,13-Jun-2016,422.50,426.90,422.50,425.83,8200
AGTL,14-Jun-2016,427.00,427.00,423.00,424.61,15400
AGTL,15-Jun-2016,424.00,429.00,424.00,428.99,4300
AGTL,16-Jun-2016,425.00,429.99,424.00,426.13,6800
AGTL,17-Jun-2016,429.00,429.00,421.00,427.00,3500
AGTL,20-Jun-2016,448.35,448.35,446.00,448.20,48200
AGTL,21-Jun-2016,450.00,450.00,437.00,440.39,14400
AGTL,22-Jun-2016,435.00,440.00,435.00,435.91,7200
AGTL,23-Jun-2016,433.00,435.00,432.00,435.00,2400
AGTL,24-Jun-2016,431.00,431.00,426.00,427.67,9100
AGTL,27-Jun-2016,422.02,426.00,422.02,426.00,2100
AGTL,28-Jun-2016,422.00,425.00,420.00,421.60,6900
AGTL,29-Jun-2016,425.00,430.00,420.15,422.25,11600
AGTL,30-Jun-2016,424.20,428.00,422.03,422.03,3000
AGTL,04-Jul-2016,423.00,426.99,423.00,426.96,1000
AGTL,11-Jul-2016,430.00,430.00,426.90,427.15,2500
AGTL,12-Jul-2016,425.00,439.00,422.00,437.17,16000
AGTL,13-Jul-2016,435.30,440.37,435.00,437.23,10200
AGTL,14-Jul-2016,436.00,445.00,436.00,442.00,11500
AGTL,15-Jul-2016,434.01,444.50,425.00,436.55,8000
AGTL,18-Jul-2016,435.50,439.00,435.50,438.96,3300
AGTL,19-Jul-2016,439.49,439.50,436.55,437.14,5800
AGTL,20-Jul-2016,438.51,440.25,438.00,440.13,11600
AGTL,21-Jul-2016,442.50,446.00,442.00,442.72,23500
AGTL,22-Jul-2016,438.01,438.01,422.00,436.81,7600
AGTL,25-Jul-2016,438.95,438.95,436.40,436.40,300
AGTL,26-Jul-2016,432.59,435.90,430.15,434.65,6200
AGTL,27-Jul-2016,438.95,439.00,435.00,435.83,4200
AGTL,28-Jul-2016,438.95,442.70,438.00,438.31,8200
AGTL,29-Jul-2016,444.00,444.00,429.00,433.55,5600
AGTL,01-Aug-2016,438.00,438.95,435.25,438.23,2300
AGTL,02-Aug-2016,439.00,439.00,436.20,437.86,2200
AGTL,03-Aug-2016,434.51,439.50,434.51,437.75,4500
AGTL,04-Aug-2016,435.75,438.75,435.60,438.75,3600
AGTL,05-Aug-2016,437.00,439.02,437.00,438.86,3700
AGTL,08-Aug-2016,438.00,439.00,436.50,438.05,2500
AGTL,09-Aug-2016,439.00,439.00,435.02,435.64,10200
AGTL,10-Aug-2016,437.00,456.89,435.00,449.98,23000
AGTL,11-Aug-2016,460.00,465.00,427.50,431.90,83500
AGTL,12-Aug-2016,432.00,433.75,423.26,426.12,19100
AGTL,15-Aug-2016,426.00,430.00,426.00,426.12,6000
AGTL,16-Aug-2016,426.00,430.00,424.00,425.04,8600
AGTL,17-Aug-2016,427.00,430.00,425.00,427.31,11800
AGTL,18-Aug-2016,429.99,433.60,429.99,431.77,18500
AGTL,19-Aug-2016,433.00,433.00,428.00,428.83,6700
AGTL,22-Aug-2016,426.01,427.00,425.00,425.00,4300
AGTL,23-Aug-2016,422.01,424.00,422.01,422.35,2600
AGTL,24-Aug-2016,421.01,422.90,418.00,422.34,4200
AGTL,25-Aug-2016,421.21,427.00,421.21,425.30,5600
AGTL,26-Aug-2016,421.02,425.00,420.01,420.79,3300
AGTL,29-Aug-2016,419.01,432.00,419.01,429.44,9500
AGTL,30-Aug-2016,434.90,435.00,427.51,429.97,15100
AGTL,31-Aug-2016,430.00,444.99,430.00,432.01,20700
AGTL,01-Sep-2016,437.99,437.99,432.00,432.84,4600
AGTL,02-Sep-2016,431.99,431.99,425.00,429.62,7000
AGTL,05-Sep-2016,433.50,433.50,428.50,428.50,3500
AGTL,06-Sep-2016,427.01,428.00,425.50,428.00,3800
AGTL,07-Sep-2016,428.00,428.00,418.00,420.55,38500
AGTL,08-Sep-2016,419.00,425.00,419.00,420.45,12900
AGTL,09-Sep-2016,421.00,428.00,421.00,423.05,24100
AGTL,15-Sep-2016,422.00,423.75,420.00,421.19,4200
