Symbol,Date,Open,High,Low,Close,Volume
AABS,07-May-2018,191.99,191.99,191.99,191.99,500
AABS,08-May-2018,192.00,201.00,182.50,189.99,1100
AABS,09-May-2018,197.99,197.99,180.50,185.00,5700
AABS,10-May-2018,188.99,190.00,188.99,190.00,1000
AABS,11-May-2018,194.00,199.50,194.00,195.81,3100
AABS,14-May-2018,201.00,205.00,190.00,195.55,2000
AABS,15-May-2018,190.00,205.32,190.00,201.00,1200
AABS,16-May-2018,195.00,195.00,193.50,194.25,200
AABS,17-May-2018,202.00,202.00,201.90,201.95,200
AABS,18-May-2018,201.95,201.95,201.95,201.95,100
AABS,21-May-2018,211.00,211.00,200.00,201.80,600
AABS,23-May-2018,209.99,209.99,205.00,205.00,1200
AABS,24-May-2018,205.00,205.00,205.00,205.00,100
AABS,25-May-2018,214.50,214.99,200.00,200.10,600
AABS,28-May-2018,204.99,204.99,204.99,204.99,500
AABS,29-May-2018,210.00,210.00,200.00,200.00,400
AABS,30-May-2018,205.00,205.00,190.00,190.00,2800
AABS,31-May-2018,185.00,192.99,180.50,191.99,3800
AABS,01-Jun-2018,193.00,193.00,183.00,189.93,2400
AABS,04-Jun-2018,196.50,196.50,196.50,196.50,200
AABS,05-Jun-2018,197.90,197.90,197.90,197.90,200
AABS,06-Jun-2018,199.00,199.00,188.01,194.94,1100
AABS,07-Jun-2018,186.00,189.99,186.00,187.14,700
AABS,11-Jun-2018,178.01,193.00,178.01,193.00,400
AABS,12-Jun-2018,183.36,195.00,183.36,195.00,400
AABS,14-Jun-2018,183.00,183.00,182.01,182.51,200
AABS,19-Jun-2018,188.50,188.50,174.00,175.33,3700
AABS,20-Jun-2018,180.99,180.99,180.99,180.99,200
AABS,21-Jun-2018,175.00,181.99,175.00,177.83,800
AABS,22-Jun-2018,169.00,185.90,169.00,185.85,2200
AABS,25-Jun-2018,176.56,189.95,176.56,188.34,1800
AABS,26-Jun-2018,192.50,192.50,192.49,192.50,1000
AABS,27-Jun-2018,196.90,196.90,196.80,196.85,1000
AABS,28-Jun-2018,196.85,196.85,196.85,196.85,200
AABS,29-Jun-2018,196.85,196.85,196.85,196.85,100
AABS,02-Jul-2018,187.05,192.49,187.05,192.49,600
AABS,03-Jul-2018,186.00,198.00,185.00,198.00,2900
AABS,05-Jul-2018,198.00,198.00,195.00,197.95,6600
AABS,12-Jul-2018,202.50,202.50,192.00,194.99,800
AABS,13-Jul-2018,190.00,198.50,185.25,185.25,4900
AABS,16-Jul-2018,189.99,189.99,189.99,189.99,1000
AABS,17-Jul-2018,198.80,198.90,180.50,193.64,6100
AABS,18-Jul-2018,184.00,187.99,183.96,187.95,12700
AABS,19-Jul-2018,187.95,187.99,187.95,187.97,1000
AABS,20-Jul-2018,180.00,193.49,178.58,183.89,7000
AABS,24-Jul-2018,189.99,189.99,175.00,180.34,2200
AABS,26-Jul-2018,184.99,184.99,184.99,184.99,200
AABS,27-Jul-2018,186.99,194.23,177.00,190.00,29200
AABS,30-Jul-2018,197.00,199.50,197.00,199.33,10500
AABS,31-Jul-2018,195.00,195.00,189.37,193.98,4100
AABS,01-Aug-2018,200.98,200.98,192.50,194.85,1200
AABS,02-Aug-2018,199.98,199.98,185.15,192.99,2400
AABS,03-Aug-2018,197.94,199.99,197.94,199.99,400
AABS,07-Aug-2018,190.01,194.97,190.00,193.95,1200
AABS,08-Aug-2018,202.99,202.99,202.99,202.99,200
AABS,09-Aug-2018,212.90,212.90,192.85,192.85,1500
AABS,10-Aug-2018,201.99,201.99,198.00,199.99,500
AABS,13-Aug-2018,194.99,195.00,194.99,195.00,1900
AABS,17-Aug-2018,193.90,193.90,193.00,193.86,2300
